OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
21592,2020,CA,CDF,BEU,BROWN,00004730,2020/09/22 00:00:00+00,2020/09/23 00:00:00+00,11,"Grass fire
",18,18.35330009,1,1,,116118.153724055,1399.6930505029
21593,2020,CA,CDF,BEU,BOOMER,00003228,2020/07/04 00:00:00+00,2020/07/05 00:00:00+00,14,"Brush or brush-and-grass mixture fire
",15,10.92988968,1,1,,69080.48604785,1436.73006419981
21594,2020,CA,CDF,BEU,BRADLEY,00002699,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,2,"Grass fire
",230,230.35479736,1,1,,1424371.09214509,5835.15003698049
21595,2020,CA,CDF,BEU,CARMEL,00004081,2020/08/18 00:00:00+00,2020/09/06 00:00:00+00,10,"Brush or brush-and-grass mixture fire
",6901,6996.94189453,7,1,,43813350.5993181,55600.1233182369
21596,2020,CA,CDF,BEU,COPPERHEAD,00005318,2020/10/26 00:00:00+00,2020/10/26 00:00:00+00,2,"Brush or brush-and-grass mixture fire
",23,22.66811943,1,1,,139948.166073235,1915.84854180567
21597,2020,CA,CDF,BEU,CIRCLE,00004978,2020/10/07 00:00:00+00,2020/10/08 00:00:00+00,8,Brush or brush-and-grass mixture fire,8,32.20206833,1,1,,200531.373464315,2582.13548688163
21598,2020,CA,CDF,BEU,COYOTE,00003441,2020/07/15 00:00:00+00,2020/07/18 00:00:00+00,14,"Brush or brush-and-grass mixture fire
",1485,1485.07495117,1,1,,9360859.62698407,16996.4970122152
21599,2020,CA,CDF,BEU,FRUDDEN,00002608,2020/06/03 00:00:00+00,2020/06/04 00:00:00+00,14,"Grass fire
",43,43.2114296,1,1,,267048.298787395,2652.84524639192
21600,2020,CA,CDF,BEU,JOHNSON,00003810,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,"Forest, woods or wildland fire (timber)
",40,39.91976166,1,1,,250837.106779175,2822.62352537191
21601,2020,CA,CDF,BEU,JULIUS,00002280,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,11,"	Grass fire",21.9,21.76851082,1,1,,135336.318762565,2165.33436765773
21602,2020,CA,CDF,BEU,METZ,00002404,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,2,"Brush or brush-and-grass mixture fire
",33,33.09180832,1,1,,207268.706124235,3239.20552421669
21603,2020,CA,CDF,BEU,RICO,00002986,2020/06/22 00:00:00+00,2020/06/23 00:00:00+00,11,"Grass fire
",11,11.01766968,1,1,,2094725.05241032,7785.79956101405
21604,2020,CA,CDF,BEU,RIVER,00004024,2020/08/16 00:00:00+00,2020/09/04 00:00:00+00,1,"Brush or brush-and-grass mixture fire
",48088,50213.8203125,7,1,,314948093.903797,188233.155878181
21605,2020,CA,CDF,BEU,VISTA,00002966,2020/06/21 00:00:00+00,2020/06/22 00:00:00+00,11,"Grass fire
",28,27.80219078,1,1,,176097.08858087,2666.98628311383
21606,2020,CA,CDF,BEU,STAGE,00002963,2020/06/21 00:00:00+00,2020/06/22 00:00:00+00,7,"Brush or brush-and-grass mixture fire
",51,51.1601181,1,1,,322586.08446619,3336.97262977106
21607,2020,CA,CDF,BEU,BITTERWATER,00002677,2020/06/07 00:00:00+00,2020/06/08 00:00:00+00,11,"Grass fire
",211,210.54370117,1,1,,1313615.3749148,6469.82106209437
21608,2020,CA,CDF,BEU,BITTER,00002847,2020/06/16 00:00:00+00,2020/06/20 00:00:00+00,10,"Brush or brush-and-grass mixture fire
",813,895.4050293,1,1,,5605739.70646668,12797.6740050066
21609,2020,CA,CDF,BEU,HUNTER,00002957,2020/06/21 00:00:00+00,2020/06/25 00:00:00+00,4,"Brush or brush-and-grass mixture fire
",195,194.55799866,1,1,,1201839.69190399,6820.75933016889
21610,2020,CA,CCO,VNC,HOLSER,00066767,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,14,,3000,2188.6340332,7,1,,13059172.3181321,19186.829430932
21611,2020,CA,CCO,VNC,LIME,00045754,2020/06/10 00:00:00+00,2020/06/17 00:00:00+00,14,,802,802.55371094,7,1,,4788548.07131795,13860.1064982686
21612,2020,CA,CCO,VNC,ELIZABETH,00045530,2020/06/10 00:00:00+00,2020/06/13 00:00:00+00,14,More confident sketch reference to AVL,,298.95968628,6,1,,1778128.54673175,6564.64020702961
21613,2020,CA,CCO,VNC,PERKIN,00102739,2020/12/08 00:00:00+00,2020/12/11 00:00:00+00,14,,50,39.82645035,7,1,,236398.920964335,2695.47456641246
21614,2020,CA,CCO,VNC,MEDIO,00070334,2020/08/28 00:00:00+00,2020/08/28 00:00:00+00,14,,10,16.06100082,7,1,,95454.105648105,1272.47214888437
21615,2020,CA,CCO,VNC,KUEHNER,00053983,2020/07/07 00:00:00+00,2020/07/08 00:00:00+00,14,,19.5,19.37548065,7,1,,115102.85852474,1521.91181867431
21616,2020,CA,CDF,SCU,SCU COMPLEX,00005740,2020/08/16 00:00:00+00,2020/09/11 00:00:00+00,1,,,396399,2,1,,2545883718.99621,634336.338845704
21617,2020,CA,CDF,SCU,PARK,00004669,2020/07/04 00:00:00+00,2020/07/10 00:00:00+00,2,,,343,2,1,,2186240.56309016,7516.0446700779
21618,2020,CA,CDF,SCU,CREWS,00004686,2020/07/05 00:00:00+00,2020/07/15 00:00:00+00,8,,,5513,2,1,,35060829.4026663,45170.9785570482
21619,2020,CA,CDF,MVU,VOLCANO,00012575,2020/08/20 00:00:00+00,2020/08/22 00:00:00+00,9,,45,46.38000107,1,1,,270454.589677245,2163.21152725671
21620,2020,CA,CDF,MVU,BORDER 7,00008316,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,,90,71,1,1,,403717.045414575,2918.53237969221
21621,2020,CA,CDF,MVU,SKYLINE 3,00008307,2020/06/11 00:00:00+00,2020/06/14 00:00:00+00,14,,100,79.94999695,1,1,,458460.930099805,4983.22669018349
21622,2020,CA,CDF,MVU,WILLOWS,00019271,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,,,58.15000153,1,1,,333622.338603665,4342.90269666429
21623,2020,CA,CDF,MVU,BORDER 11,00011169,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,14,,90,59.75999832,1,1,,341525.93878957,4060.84130395772
21624,2020,CA,CDF,RRU,AIRPORT,00154602,2020/12/01 00:00:00+00,2020/12/13 00:00:00+00,14,,1087,1085.69995117,2,1,,6394320.5915473,21111.0757464788
21625,2020,CA,CDF,RRU,APPLE,00096640,2020/07/31 00:00:00+00,2020/08/09 00:00:00+00,14,Auto-generated by EGP-IRWIN,,33209.30859375,2,1,,196145745.088602,150101.100013714
21626,2020,CA,CDF,RRU,CASINO,00088099,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,7,,88,91.57900238,7,1,,534893.191134235,3965.86275362063
21627,2020,CA,CDF,RRU,INDIAN,00079585,2020/06/30 00:00:00+00,2020/06/30 00:00:00+00,14,,59,59.73152161,1,1,,349042.76308877,3773.59935199295
21628,2020,CA,CDF,RRU,SANDERSON,00160421,2020/12/13 00:00:00+00,2020/12/14 00:00:00+00,4,,1954,1954.65100098,7,1,,11511422.7613439,19690.7828535296
21629,2020,CA,CDF,RRU,SIERRA,00071265,2020/06/08 00:00:00+00,2020/06/08 00:00:00+00,8,,,39.02222061,1,1,,229655.7005342,6088.60631302779
21630,2020,CA,CDF,RRU,SKYLINE,00102838,2020/08/03 00:00:00+00,2020/08/16 00:00:00+00,14,,30,47.93214035,1,1,,281870.68807555,3076.17795093276
21631,2020,CA,CDF,RRU,TRIPP,00085986,2020/07/09 00:00:00+00,2020/07/09 00:00:00+00,14,,30,29.49214935,1,1,,172265.745263305,2363.20815712274
21632,2020,CA,CDF,RRU,WATER,00097597,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,14,,60,36.02037811,7,1,,212564.475541235,3032.66853725981
21633,2020,CA,CCO,LAC,EQUESTRIAN,00167541,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,11,,85,83.61876678,1,1,,499137.72458479,3815.29825199399
21634,2020,CA,CCO,LAC,VISTA,00172557,2020/06/12 00:00:00+00,2020/06/13 00:00:00+00,14,,19,19.69775963,1,1,,116613.93269006,1666.11983745101
21635,2020,CA,CCO,LAC,SOLEDAD,00197926,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,9,,1525.3,1525.53527832,1,1,,9101965.33712365,23117.5582573881
21636,2020,CA,CCO,LAC,RIDGE,00222638,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,14,IRWIN ID BE918A6A-BC2E-4306-B328-0EE1D9CDC9BA,320,320.83929443,7,1,,1928676.70303585,12353.965925599
21637,2020,CA,CCO,LAC,CASTAIC,00228163,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,14,,178,178.31158447,1,1,,1066001.35223005,6079.35151358733
21638,2020,CA,CCO,LAC,PEAK,00238836,2020/08/11 00:00:00+00,2020/08/11 00:00:00+00,10,,27.3,26.62678146,1,1,,158196.200476645,1871.15478546849
21639,2020,CA,CCO,LAC,WEST,00181840,2020/06/21 00:00:00+00,2020/06/21 00:00:00+00,14,,47,46.8375473,1,1,,281528.85869285,2371.90873966243
21640,2020,CA,CCO,LAC,3 POINTS,00198047,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,,14,11.78608799,1,1,,70801.624155685,1043.0624991533
21641,2020,CA,USF,ANF,BOBCAT,00003687,2020/09/06 00:00:00+00,2020/10/19 00:00:00+00,14,56C3E0AE-98EF-4433-863D-23A5DFF3D0C2,115796,115997.9765625,7,1,,690091830.297994,433313.073884386
21642,2020,CA,CCO,LAC,ROCK,00244876,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,14,,92,93.8135376,1,1,,555083.976648305,4348.26310529729
21643,2020,CA,CCO,LAC,JOHNSON,00259152,2020/08/28 00:00:00+00,2020/08/29 00:00:00+00,10,,290,291.94924927,1,1,,1750755.32212838,7290.87199217135
21644,2020,CA,CCO,LAC,QUAIL,00306071,2020/10/09 00:00:00+00,2020/10/09 00:00:00+00,5,,13,12.85847378,1,1,,77284.21890365,1617.63837654143
21645,2020,CA,CCO,LAC,RAYBURN,00252458,2020/08/22 00:00:00+00,2020/08/22 00:00:00+00,14,,12.14,12.39057922,1,1,,74128.74636011,1417.42955084438
21646,2020,CA,CCO,LAC,ACTON,00293564,2020/09/28 00:00:00+00,2020/09/28 00:00:00+00,9,,2.51,13.84105587,1,1,,82643.695913755,1485.44842318283
21647,2020,CA,CCO,LAC,SAN DIMAS,00355402,2020/11/06 00:00:00+00,2020/11/06 00:00:00+00,7,,132,128.17086792,7,1,,759180.56088612,3681.2580247186
21648,2020,CA,CDF,BEU,AIRLINE,00006361,2020/12/25 00:00:00+00,2020/12/25 00:00:00+00,7,"Brush or brush-and-grass mixture fire
",62,62.40782928,1,1,,388882.112229255,5360.40790457558
21649,2020,CA,CDF,LNU,HILL,00011673,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,10,Matt Maxwell,140,139.1302948,6,1,,934300.163228425,4013.69616507793
21650,2020,CA,CDF,LNU,BRIM,00011354,2020/07/19 00:00:00+00,2020/07/19 00:00:00+00,9,Dennis Lange,21,21.92457962,6,1,,147766.675837985,2296.01738969672
21651,2020,CA,CDF,LNU,SITES,00012277,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,14,Jason Brown,,569.51287842,1,1,,3854750.7323815,8133.10536119741
21652,2020,CA,CDF,LNU,POPE,00017668,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,10,Marc Hottendorf,61,61.80012131,6,1,,426249.76961176,3286.32629716689
21653,2020,CA,CDF,LNU,LYONS,00016978,2020/10/13 00:00:00+00,2020/10/13 00:00:00+00,10,Steve Hansen,25,25.58510971,6,1,,172188.11622457,2419.23386339419
21654,2020,CA,CDF,LNU,SALT,00016501,2020/10/05 00:00:00+00,2020/10/05 00:00:00+00,10,Carrie Pell,,86.6633606,6,1,,576695.60302657,4835.89632301988
21655,2020,CA,CDF,LNU,CATHOLIC,00014325,2020/09/01 00:00:00+00,2020/09/01 00:00:00+00,10,Rion Allbaugh,22,22.23489952,6,1,,149261.95429451,1451.68020997334
21656,2020,CA,CDF,LNU,URSULINE,00015761,2020/09/21 00:00:00+00,2020/09/21 00:00:00+00,2,Brion Borba,11,11.89887047,6,1,,78948.84635394,1614.56973555935
21657,2020,CA,CDF,LNU,SIERRA,00007631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,10,Scott Weese,17,17.39076996,6,1,,117854.626951175,1821.15477228573
21658,2020,CA,CDF,LNU,STAGE,00015702,2020/09/23 00:00:00+00,2020/09/23 00:00:00+00,11,Scott Weese,26,26.56850052,6,1,,174493.502226905,2879.02170806599
21659,2020,CA,CDF,LNU,INDIAN,00014015,2020/08/26 00:00:00+00,2020/08/26 00:00:00+00,14,John Wilson,20,20.42804909,1,1,,137415.947142755,2058.55238679772
21660,2020,CA,CDF,LNU,KIRKLAND,00011819,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,11,Kole Oliver,21,21.01779938,6,1,,138551.089586755,1836.36067023301
21661,2020,CA,CDF,LNU,PARISH,00009816,2020/06/27 00:00:00+00,2020/06/27 00:00:00+00,14,Jordan Haley,,57.63618851,6,1,,377416.714675685,3209.25136076411
21662,2020,CA,CDF,LNU,CACHE,00010508,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,4,Zach Cartee,44,44.79924011,6,1,,298307.84066484,2862.17747320451
21663,2020,CA,CDF,LNU,MOUNTAIN,00009134,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,11,Shannon Tompson,28,28.20261955,6,1,,185579.564551395,2577.97804934942
21664,2020,CA,CDF,LNU,MEYERS,00013481,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,,2360.24902344,7,1,,15621426.321686,22388.5020060167
21665,2020,CA,CDF,LNU,WALLBRIDGE,00013407,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,,55208.890625,7,1,,366514226.490753,157572.908253195
21666,2020,CA,CDF,LNU,HENNESSEY,00013337,2020/08/17 00:00:00+00,2020/09/16 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,305651,305351.59375,7,1,,2027266568.25789,1008834.88444178
21667,2020,CA,CDF,LNU,GLASS,00015497,2020/09/27 00:00:00+00,2020/10/20 00:00:00+00,14,J. Baldwin,,67484.34375,7,1,,447043238.763344,272074.173454455
21668,2020,CA,CDF,LNU,QUAIL,00008419,2020/06/06 00:00:00+00,2020/06/18 00:00:00+00,14,J. Baldwin,1837,1840.99804688,7,1,,12174059.3285215,16855.2395454375
21669,2020,CA,CDF,LNU,LAKEVILLE,00008347,2020/06/05 00:00:00+00,2020/06/05 00:00:00+00,2,Brandon Bertolino,141,162.63780212,6,1,,1048803.68014726,4456.87791628269
21670,2020,CA,CDF,LNU,DUNFIELD,00004174,2020/03/13 00:00:00+00,2020/03/13 00:00:00+00,5,Robert Tooker,19,21.91723061,6,1,,150780.498731585,1856.85693245415
21671,2020,CA,CDF,LNU,SPANISH,00007631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,2,Brandon Bertolino,19,17.29932976,6,1,,115108.80803013,1342.05006595422
21672,2020,CA,CCO,MRN,DEVILS GULCH,00002033,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,1,,17.2,16.94519806,1,1,,110702.99065,2153.50282066674
21673,2020,CA,DOD,MCP,INDIA,00001474,2020/06/09 00:00:00+00,2020/06/14 00:00:00+00,9,,1100,959.28210449,8,1,,5579077.51517631,15945.7034434538
21674,2020,CA,USF,INF,IRIS,00001585,2020/07/21 00:00:00+00,2020/08/04 00:00:00+00,1,2F06765D-5AE8-4BD0-AD8D-CACC59631D84,120,124.99820709,8,1,,805416.40636575,10749.2026996525
21675,2020,CA,USF,MDF,DALTON ,00000498,2020/07/23 00:00:00+00,2020/08/15 00:00:00+00,1,9F9E1BE4-BE1A-4A44-AE9B-D38B9F4364C2,1367,1367.07763672,3,1,,9939544.86099645,23649.3972105377
21676,2020,CA,USF,MDF,ALLEN,00000470,2020/07/21 00:00:00+00,2020/08/27 00:00:00+00,1,A7920665-A4BB-47FA-871C-976D3213AB40,1035,1034.79431152,3,1,,7439245.4776589,19543.3077463494
21677,2020,CA,USF,INF,BEACH,00002140,2020/08/16 00:00:00+00,2020/08/27 00:00:00+00,1,61092DF2-2505-4B5D-8CC5-D1896138C918,3780,3668.42700195,7,1,,23903367.5145031,33018.5212439841
21678,2020,CA,USF,TNF,LOYALTON,00001600,2020/08/14 00:00:00+00,2020/08/27 00:00:00+00,1,0896AFFE-7839-40D4-BA6D-407F47E4CAA6,47029,46720.8828125,8,1,,319860110.44354,132036.550481914
21679,2020,CA,USF,PNF,SHEEP,00001299,2020/08/17 00:00:00+00,2020/09/07 00:00:00+00,1,FB31F965-B88D-4C84-8B88-3241F38187CC,29570,29541.12109375,7,1,,205912404.478943,123134.869784303
21680,2020,CA,USF,LPF,DOLAN,00002428,2020/08/18 00:00:00+00,2020/12/31 00:00:00+00,14,F0A60F88-D1D5-4D86-8105-A3A06456B357,124924,124527.3125,7,1,,772950527.937128,255261.397082978
21681,2020,CA,USF,KNF,FOX,00007241,2020/09/14 00:00:00+00,2020/09/28 00:00:00+00,4,C0DD9C3E-2CC6-486F-BA0B-2384310B0DF0,2188,2027.5526123,3,1,,14524107.9607057,35565.757507778
21682,2020,CA,USF,SQF,SHOTGUN,00002543,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,1,74F9525D-3F74-4353-87F1-94C819988153,841,840.85028076,3,1,,5256307.87243077,23325.4713102213
21683,2020,CA,USF,PNF,NORTH COMPLEX,00001302,2020/08/17 00:00:00+00,2020/12/03 00:00:00+00,1,76D31198-0DB2-4ED3-8A95-85F24964E547,318776,318776.6875,1,1,,2183903306.79726,515161.140670897
21684,2020,CA,USF,SQF,CASTLE,00002541,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,1,4CE00061-B897-49DC-8839-D08E040FF65D,174178,170647.84375,7,1,,1063135639.87625,897716.760534131
21685,2020,CA,USF,ENF,FORK,00027219,2020/09/08 00:00:00+00,2020/11/08 00:00:00+00,14,D1A5A79C-0354-4C70-83EA-9A0F37488850,1673,1668.44934082,7,1,,11191288.7619659,27875.0337976376
21686,2020,CA,USF,LPF,COLEMAN,00003161,2020/10/18 00:00:00+00,2020/11/15 00:00:00+00,14,DB0B9472-74B9-4D89-8E78-A792C26FE4F2,574,562.91351318,8,1,,3497453.66323534,14566.2435184639
21687,2020,CA,USF,ENF,POINT,00032344,2020/10/26 00:00:00+00,2020/11/05 00:00:00+00,14,B58493C4-C2CA-495A-BCC7-1552EDE5632C,99,93.22415924,8,1,,625576.954371565,5586.63644557121
21688,2020,CA,USF,SNF,CREEK,00001391,2020/09/04 00:00:00+00,2020/12/24 00:00:00+00,14,33CBB9DC-6983-4F47-B821-9C9A6CAC381D,379895,379882.25,8,1,,2435747263.7359,1030210.52228453
21690,2020,CA,USF,SHF,BALD,00001124,2020/07/28 00:00:00+00,2020/08/01 00:00:00+00,1,7CDE526C-9BA8-4661-B0E6-E2387CA3B631,18,17.9240799,6,1,,127838.6546974,1380.62054762254
21691,2020,CA,USF,SHF,BRIDGE,00001116,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,1,E8AC96E1-CEDD-4227-A969-EE0860404C8A,15,14.58705521,6,1,,103093.44555454,1611.80841863847
21692,2020,CA,USF,PNF,IRON,00001284,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,1,CE885535-6801-4E85-BDB2-FB9FFE8AA4BB,45,37.90356064,7,1,,262137.00348552,2710.7408853208
21693,2020,CA,USF,SNF,BULLFROG,00001402,2020/09/08 00:00:00+00,2020/11/09 00:00:00+00,14,0DF1645C-5A67-4734-89A6-172330D04945,1185,654.63952637,7,1,,4175193.86125564,10191.6384606477
21694,2020,CA,USF,SHF,FLAT,00000910,2020/06/30 00:00:00+00,2020/08/22 00:00:00+00,10,77C123FA-8E93-4B06-A946-5B97840748E4,62,62.0405426,7,1,,438504.77510001,4750.31909226813
21695,2020,CA,USF,KNF,DEVIL,00007084,2020/09/09 00:00:00+00,,14,C99607D1-B1D4-4FE3-9B28-36C315AC4306,8857,8871.93261719,7,1,,64904831.3029824,108856.594837796
21696,2020,CA,USF,PNF,DAVIS 3,00001529,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,7,89084B92-9F95-4DA8-BC63-60272876A7DD,11.1,11.43485546,1,1,,78674.254870295,1866.90767195687
21697,2020,CA,USF,SHF,SPRING,00001270,2020/08/17 00:00:00+00,2020/08/27 00:00:00+00,1,D9DBC051-7C60-4358-9E97-95416B68505E,230,228.83406067,6,1,,1601273.64252313,5181.59324177591
21698,2020,CA,USF,SHF,PINE,00001120,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,1,082F5C5D-4474-4F48-BB68-6C7CC61EDE68,11.5,11.31371498,7,1,,80661.51055001,1486.61816908903
21699,2020,CA,USF,PNF,FEATHER,00001217,2020/08/13 00:00:00+00,2020/08/17 00:00:00+00,2,725CB3C8-884B-4891-B4B7-10E50A7D488B,39,39.70480728,1,1,,271903.385067205,5203.51892827039
21700,2020,CA,BIA,HIA,MP 21,00000046,2020/07/20 00:00:00+00,,14,B50613CA-5644-4EED-B93B-64750EDB90C6,100,93.04834747,8,1,,665133.02956604,6223.19517535915
21701,2020,CA,USF,MNF,ROCKWELL,00000746,2020/08/16 00:00:00+00,,14,10DCCB0C-1277-4541-93AD-44655DAB65C5,850,1438.9173584,8,1,,9844396.27687684,12473.2655645653
21702,2020,CA,USF,SHF,GIBSON,00001029,2020/07/19 00:00:00+00,2020/07/20 00:00:00+00,9,833D5E28-A09F-40AE-AEE3-736DC278B503,42,41.67089844,8,1,,296706.394132175,3394.08227206589
21703,2020,CA,USF,SHF,HOBO,00001376,2020/09/01 00:00:00+00,2020/09/10 00:00:00+00,11,772CF11E-1F1E-4388-8F2A-17FB5ACA53EA,413,413.52490234,8,1,,2926304.90869135,10122.1959121153
21704,2020,CA,USF,SHF,HARRIS,00000545,2020/05/11 00:00:00+00,2020/05/11 00:00:00+00,2,FE860B69-5999-408E-A3AC-4D48908C0C5A,10.5,10.61656189,6,1,,76484.984449995,1092.24649005379
21705,2020,CA,USF,STF,QUARTER,00000970,2020/06/20 00:00:00+00,2020/07/02 00:00:00+00,14,2B11FA90-FC28-4EFA-A3AB-2856032B3993,9.7,11.58481407,1,1,,75798.237437995,2009.12333860724
21706,2020,CA,USF,PNF,ADAMS,00000976,2020/07/26 00:00:00+00,2020/07/31 00:00:00+00,1,2CC6120E-41E4-4BB6-817A-F99205B1ECB0,918,901.67236328,2,1,,6213201.72239982,14572.3653122405
21707,2020,CA,USF,KNF,SLATER,00007035,2020/09/08 00:00:00+00,2020/12/12 00:00:00+00,14,24CDAB5C-7832-4546-BD05-15CC702A0326,157270,157429.765625,3,1,,1152491340.1386,580102.551891584
21708,2020,CA,BIA,HIA,JONES POINT,00000068,2020/08/08 00:00:00+00,,14,FC923CED-350C-452D-BC52-A87144539282,137,136.59272766,8,1,,972429.70563386,6422.52573767421
21709,2020,CA,USF,PNF,COPPER,00001331,2020/08/18 00:00:00+00,2020/08/22 00:00:00+00,1,0A58B53E-6401-419C-9AB7-EA18B822EF02,50,54.70821381,7,1,,379644.04733169,4405.75499743704
21710,2020,CA,USF,PNF,BIRD,00000895,2020/07/21 00:00:00+00,2020/07/23 00:00:00+00,1,4841CD0B-D1AE-4489-9C20-B49126D14716,25,25.04809761,1,1,,173300.697310075,2078.42295438805
21711,2020,CA,USF,SHF,BROCK,00000699,2020/06/04 00:00:00+00,2020/06/06 00:00:00+00,1,97F7909D-6756-4112-9CA8-13C9B1382429,15,14.98821831,6,1,,106066.838436295,1875.80885942633
21712,2020,CA,USF,MNF,BASEBALL,00000144,2020/02/25 00:00:00+00,2020/03/03 00:00:00+00,18,F5F75E09-2582-4A05-99C2-E8395888D091,211,215.52542114,8,1,,1477447.49044998,7197.50481935019
21713,2020,CA,USF,LPF,RIDGE,00001476,2020/06/17 00:00:00+00,2020/06/20 00:00:00+00,10,10FF2369-996F-44CB-99DB-C0D44476E4EE,83,82.71296692,7,1,,511365.79853044,4049.04263830317
21714,2020,CA,USF,STF,BELL,00001581,2020/07/28 00:00:00+00,,1,E943F585-FBCE-4DD4-97FA-743E3198FCDA,49.5,44.90058136,1,1,,294576.700820705,6226.61187716864
21715,2020,CA,USF,BDF,BROOK,00011349,2020/07/29 00:00:00+00,2020/08/01 00:00:00+00,9,230AFFAE-11AA-4B20-898B-E826A1A379EF,185,183.2127533,8,1,,1088039.60734086,7953.74230626562
21716,2020,CA,USF,ANF,LAKE,00003273,2020/08/12 00:00:00+00,2020/08/30 00:00:00+00,14,"IRWINID BD5901D9-C99A-45CB-B799-F1CAD5F3EA4B,",31089,30999.38671875,7,1,,185934914.634278,117870.197834611
21717,2020,CA,USF,ANF,RANCH2,00003289,2020/08/13 00:00:00+00,2020/10/01 00:00:00+00,14,D3F5D9A5-75C8-4650-87CD-9C3E1051802D LACO # 241258,4237,4119.203125,7,1,,24427703.4634201,36629.8506997743
21718,2020,CA,USF,CNF,VALLEY,00002833,2020/09/05 00:00:00+00,2020/09/24 00:00:00+00,14,A55E40C0-7692-40CD-95ED-113D7936B7F7,16390,16389.52929688,3,1,,94002680.7936983,112779.788219606
21719,2020,CA,USF,ANF,MARTINDALE,00003943,2020/09/28 00:00:00+00,2020/09/29 00:00:00+00,14,659B5A6A-A82D-45BF-979A-28A483CD36DB,230,233.34515381,3,1,,1395509.28664813,6201.77762495311
21720,2020,CA,USF,BDF,MOUNT R,00009765,2020/07/03 00:00:00+00,2020/07/06 00:00:00+00,2,84B83EB3-38A8-42D7-A833-1C1770ADC57E,63,61.77009964,1,1,,366166.036204605,5096.23288234196
21721,2020,CA,USF,BDF,ADOBE,00006566,2020/05/07 00:00:00+00,2020/05/07 00:00:00+00,4,8AB1359D-E7B1-419C-A71F-481717A12B9E,15,15.18357849,8,1,,89918.672085615,1308.53025422691
21722,2020,CA,USF,BDF,KENWOOD,00011178,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,9,081A5BD5-13D9-4A82-9099-267FA45AB378,10,10.37326622,6,1,,61594.258135745,996.947081591256
21723,2020,CA,USF,BDF,EASTON,00010757,2020/07/20 00:00:00+00,2020/07/21 00:00:00+00,7,0DF5AB25-54C0-4204-8805-DD73CAB54D4C,56.8,56.79850006,8,1,,336392.471551485,4628.90889870784
21724,2020,CA,USF,ANF,LAGO,00001463,2020/05/09 00:00:00+00,2020/05/09 00:00:00+00,2,0CC0E78B-6446-4532-AECE-EDAE20845713,21.5,16.89003944,8,1,,101283.91465809,1364.39908963818
21725,2020,CA,NPS,MNP,BULL,00013423,2020/09/05 00:00:00+00,2020/09/05 00:00:00+00,10,AFC018BF-96ED-4018-AB90-77E625432EA7,14,14.08968639,8,1,,86008.022396595,2031.57510937963
21727,2020,CA,CDF,CNF,SOUTH MAIN,00000562,2020/03/06 00:00:00+00,,18,AB786D72-3C5C-4DC4-B8A8-6A39ED57B2A2,13,13.00809288,6,1,,76111.774631505,1663.42206613188
21728,2020,CA,USF,BDF,PITMAN,00020795,2020/12/26 00:00:00+00,2020/12/26 00:00:00+00,2,F1C60517-39A2-45E3-97CB-8A750626CF94,39.6,39.66624069,7,1,,235298.976408255,3027.9581614876
